hour,day_of_week,weather,road_type,base_travel_time,traffic_level,travel_time
21,5,Sunny,Residential,27.385000101604742,LOW,31.308823611226423
19,4,Cloudy,Residential,11.097021620083428,HIGH,18.98289177869418
13,1,Cloudy,Highway,11.204929449915301,LOW,12.863133739082098
0,1,Rain,Main Road,6.841811042253511,LOW,8.148470529867884
14,0,Sunny,Main Road,17.92341489368766,LOW,21.401476507035397
7,0,Cloudy,Main Road,10.967650084564966,HIGH,19.108341563554156
20,0,Rain,Residential,15.72337017692288,HIGH,29.908834347699532
6,4,Sunny,Residential,7.956640718213582,MEDIUM,10.112813482221572
0,1,Cloudy,Highway,5.5826370061021375,LOW,5.2524180605952315
11,4,Cloudy,Residential,19.936395244052278,MEDIUM,25.613989857203794
12,0,Sunny,Residential,22.915195698560428,MEDIUM,30.649978099202936
11,6,Cloudy,Main Road,21.539655499473348,MEDIUM,25.99086754843024
9,5,Rain,Residential,12.037897164651337,HIGH,18.860314179053766
17,0,Rain,Residential,19.881074128540167,HIGH,37.795276760348024
9,6,Cloudy,Main Road,29.508772679817756,MEDIUM,41.19668020200494
19,3,Sunny,Main Road,22.485283763595152,HIGH,37.68711290174052
3,6,Cloudy,Highway,12.739923063993595,LOW,10.454538666496244
13,3,Sunny,Highway,9.918508297450739,LOW,11.577727329483729
0,0,Cloudy,Highway,22.02238135121167,LOW,19.694091705672253
13,3,Sunny,Main Road,15.581168542423953,LOW,18.563973542557513
4,1,Cloudy,Main Road,6.876332836074535,LOW,7.139721000720352
22,3,Cloudy,Residential,23.633437597261157,MEDIUM,32.68538015297885
14,4,Sunny,Main Road,23.067048203243875,MEDIUM,27.88393577631848
20,4,Rain,Residential,18.287927470702606,HIGH,36.49009194826782
18,1,Cloudy,Main Road,14.708581470916924,HIGH,24.3581583470635
15,2,Rain,Residential,18.989154148847994,HIGH,30.056493579589922
5,1,Rain,Residential,16.95671741805318,MEDIUM,22.42697533990028
0,6,Rain,Highway,19.091548730732608,LOW,17.27309251789134
4,5,Rain,Residential,22.465073890808593,LOW,25.57035563790919
8,0,Sunny,Residential,28.038984487461185,HIGH,46.42729237448146
14,3,Rain,Residential,21.318520193329388,HIGH,32.765804551948605
22,1,Sunny,Residential,18.372937192668427,MEDIUM,22.393605675611653
21,1,Sunny,Residential,7.3480182981793165,MEDIUM,9.503376870526838
6,1,Sunny,Residential,11.972507442037589,MEDIUM,15.758123593549525
2,4,Rain,Residential,8.733769969913734,MEDIUM,12.449307997512655
2,2,Cloudy,Residential,13.552412712357512,MEDIUM,16.29098036082248
18,5,Rain,Residential,6.736001149143931,HIGH,12.167989488886429
9,1,Sunny,Residential,8.868136589285925,HIGH,15.737512958001446
4,1,Cloudy,Main Road,16.685985413726815,LOW,18.66649891318649
22,0,Cloudy,Main Road,28.21449467888805,MEDIUM,36.50602190399282
17,2,Sunny,Highway,14.46130357637451,MEDIUM,18.641191793246726
16,6,Cloudy,Highway,20.754362435576308,LOW,19.30067977732806
1,1,Cloudy,Main Road,5.462565696872305,LOW,6.208909554508644
5,3,Cloudy,Main Road,8.443002583691898,LOW,9.864898379109137
0,6,Sunny,Highway,22.66471237034313,LOW,19.523720558163323
12,6,Cloudy,Main Road,23.223212672578875,LOW,27.759080747240297
3,4,Sunny,Residential,22.474570455043512,LOW,25.289037854766757
17,5,Cloudy,Residential,24.73983665507041,HIGH,38.39312507229937
10,6,Cloudy,Highway,26.66938526222401,MEDIUM,36.997270425821625
13,2,Sunny,Highway,8.294701826814853,LOW,9.084993392663263
3,1,Sunny,Highway,22.965025929371386,LOW,20.128842731158674
20,0,Rain,Highway,13.238607573493914,HIGH,21.927036349697914
22,0,Sunny,Residential,16.260750598635035,MEDIUM,23.788457718834753
4,1,Rain,Residential,22.579975335937032,MEDIUM,29.401907096738867
20,1,Cloudy,Main Road,22.878310840780873,HIGH,41.62087998222377
16,4,Sunny,Highway,10.125738577964011,LOW,11.135407711605112
10,5,Rain,Main Road,6.684813459950096,HIGH,11.309290038427585
8,4,Rain,Main Road,15.020351280634726,HIGH,29.774863605436376
8,3,Sunny,Residential,13.114182299992795,HIGH,20.700293506663755
12,1,Rain,Residential,11.036046887015031,MEDIUM,16.158095661038505
12,6,Sunny,Highway,25.985267412476848,LOW,23.116886599320353
4,0,Sunny,Main Road,13.066288075657305,LOW,15.055107153584933
13,2,Cloudy,Main Road,21.637742319477546,MEDIUM,28.969925773591942
15,2,Sunny,Highway,11.369142508182726,LOW,12.102083287007744
16,3,Cloudy,Residential,24.672412389758037,MEDIUM,33.34982693569892
11,0,Cloudy,Main Road,13.822505596159768,MEDIUM,18.86498303057327
8,0,Rain,Residential,20.290558612404283,HIGH,40.9758233055397
6,4,Cloudy,Residential,29.952788730301076,MEDIUM,41.81696951910386
1,5,Sunny,Main Road,5.49699637262737,LOW,5.376475699151043
8,1,Sunny,Residential,21.074693838360204,MEDIUM,30.695332282338118
23,0,Rain,Residential,23.397111917785203,HIGH,36.78291543687976
2,1,Cloudy,Residential,19.459660092762853,LOW,22.081664611100287
19,3,Rain,Main Road,8.373236738275667,HIGH,15.389505263743644
11,3,Rain,Main Road,18.165669145655354,HIGH,27.281940550971314
12,6,Rain,Main Road,12.47887808603367,MEDIUM,16.985807324802185
7,4,Cloudy,Residential,5.470963099649388,HIGH,8.775997904144443
21,3,Sunny,Highway,22.930676530486206,LOW,25.69305741647952
1,6,Sunny,Highway,13.844355849800179,LOW,11.791925721038208
19,6,Sunny,Main Road,9.780244984549286,HIGH,15.333266869182935
21,3,Cloudy,Main Road,18.314759812650525,MEDIUM,24.142809111934493
9,0,Rain,Main Road,23.445351955910176,HIGH,45.4908597391186
16,4,Rain,Highway,25.977476538414848,MEDIUM,33.97254351453119
8,0,Rain,Main Road,8.979337633530156,HIGH,16.49216173262061
23,5,Cloudy,Residential,18.71590483500508,MEDIUM,23.419165767557914
16,1,Sunny,Main Road,9.811745081058488,MEDIUM,12.08364298892272
6,5,Rain,Residential,7.161294104816477,MEDIUM,9.938781257512272
17,4,Sunny,Main Road,24.473485117160045,HIGH,47.663963711523564
18,2,Cloudy,Residential,18.718984200380703,HIGH,36.44798334202006
14,5,Sunny,Highway,21.34408449265308,LOW,18.465672340408833
4,1,Sunny,Main Road,21.98274143552864,LOW,23.177079847961906
13,2,Cloudy,Residential,18.553820853622142,MEDIUM,25.54798650627788
14,3,Rain,Main Road,22.581673573607596,MEDIUM,32.37526368346315
6,4,Rain,Highway,29.72082298594399,MEDIUM,38.54575578667729
14,5,Sunny,Main Road,17.854708370996434,LOW,20.407851642725554
18,2,Cloudy,Residential,29.689155371584835,HIGH,57.616169754455
6,4,Cloudy,Residential,17.793160871284805,MEDIUM,26.041726134851405
21,3,Cloudy,Highway,8.773441955036544,MEDIUM,10.903539078160238
21,4,Sunny,Residential,26.243115017887135,MEDIUM,36.93482260290863
3,1,Rain,Residential,24.72779064253352,MEDIUM,33.1348293937143
16,6,Sunny,Highway,21.22140013194082,LOW,20.95374527037412
19,0,Sunny,Highway,16.367039864163175,MEDIUM,21.768554730615644
17,1,Cloudy,Residential,20.167384574835296,HIGH,34.832815472990056
13,5,Cloudy,Residential,27.553003663964834,MEDIUM,36.42048750907556
16,4,Cloudy,Residential,24.57351485818731,MEDIUM,34.595446667466746
14,0,Cloudy,Main Road,10.903140779535299,MEDIUM,14.467480140396583
6,0,Cloudy,Main Road,13.506590245687518,MEDIUM,17.30270146478319
1,2,Sunny,Residential,7.340353750586063,LOW,8.514241373391814
7,4,Cloudy,Residential,25.554200053244212,HIGH,42.12253168701944
3,0,Cloudy,Highway,12.714219370440379,LOW,10.805983057338159
4,1,Rain,Main Road,26.270794244337747,MEDIUM,31.62563197860553
12,6,Rain,Residential,6.866194558079276,MEDIUM,9.646086342447648
1,6,Sunny,Highway,20.970239038304,LOW,17.693427247382896
9,2,Cloudy,Main Road,19.362624438517773,HIGH,32.79381707382493
13,5,Cloudy,Main Road,25.360088166156586,LOW,28.29862132761286
15,4,Rain,Highway,26.715101063069923,MEDIUM,37.46255392310344
5,4,Rain,Residential,8.68255351903781,MEDIUM,10.594179153423122
23,1,Rain,Highway,8.417628922487584,MEDIUM,11.359491314146952
9,5,Sunny,Highway,10.66597863567068,MEDIUM,12.981927249486612
17,2,Rain,Residential,11.3572372379795,HIGH,21.646421351331952
6,2,Cloudy,Main Road,26.163975907665247,MEDIUM,35.3520988712429
20,4,Cloudy,Residential,12.085886159967956,HIGH,20.39111116613234
19,0,Cloudy,Highway,16.04883626158114,MEDIUM,23.31126633974261
21,0,Cloudy,Residential,18.795284940266104,MEDIUM,26.385887457513522
9,6,Cloudy,Residential,16.987817918249213,HIGH,29.027260003526955
15,6,Cloudy,Main Road,5.645761328925193,MEDIUM,7.079456504677423
21,5,Sunny,Highway,24.2662633832987,LOW,23.14289452604506
23,0,Rain,Residential,21.145241183255337,HIGH,33.685669895904695
13,3,Cloudy,Main Road,8.077857121784833,MEDIUM,11.674894265110721
0,1,Cloudy,Residential,14.853908031297959,LOW,16.34367545083833
4,1,Rain,Residential,29.471208494190165,MEDIUM,38.4301235420227
6,5,Cloudy,Main Road,18.843168359381558,MEDIUM,23.371190327506554
14,4,Sunny,Main Road,8.742998398032915,MEDIUM,10.741632220036454
9,0,Rain,Highway,10.282218799984683,HIGH,18.17865766360943
11,3,Cloudy,Highway,26.713842788525657,LOW,28.697299036915588
4,3,Sunny,Highway,19.19029134969348,LOW,18.48998717292872
12,4,Rain,Main Road,13.900375586496262,HIGH,21.277485866327023
8,6,Sunny,Main Road,20.196398840282335,MEDIUM,27.664881954926965
17,2,Sunny,Highway,23.57377752691165,HIGH,35.678975895483916
6,6,Cloudy,Main Road,28.133989923325554,LOW,33.69321027290137
7,4,Sunny,Main Road,16.720549642113653,MEDIUM,23.96844982152855
11,2,Cloudy,Residential,23.473427872314396,MEDIUM,31.59338831326931
4,2,Sunny,Highway,11.517859119303948,LOW,10.624898264183827
18,6,Cloudy,Highway,6.588191489505222,HIGH,10.616845091446391
15,5,Cloudy,Main Road,7.368964536829438,LOW,8.296944317459346
23,5,Rain,Main Road,29.125730105342114,LOW,33.940738477065814
7,3,Cloudy,Residential,15.313819939425258,HIGH,27.294871903928414
2,4,Cloudy,Highway,6.133432912666249,LOW,5.845662985481833
10,6,Cloudy,Highway,15.163653761579619,MEDIUM,20.51725188806577
6,1,Rain,Highway,14.307193186518866,MEDIUM,18.719231897160313
1,1,Sunny,Highway,9.625487133662705,LOW,8.738672477423663
22,2,Rain,Highway,21.882002973266115,MEDIUM,27.307339513025934
9,6,Sunny,Highway,15.092895554165851,MEDIUM,20.42434076419699
18,4,Sunny,Highway,7.386211973261817,HIGH,12.046186598417655
23,4,Sunny,Highway,8.392086150661214,LOW,9.408527332928896
7,6,Rain,Highway,9.604730692662155,MEDIUM,13.66232098464869
23,4,Sunny,Highway,7.84679471667198,LOW,8.033347633286443
18,0,Sunny,Highway,21.043558749241626,HIGH,32.33373884992304
3,6,Sunny,Highway,11.081424417521319,LOW,9.588073572161633
10,1,Sunny,Main Road,9.641761724017057,HIGH,14.993655515029564
14,3,Sunny,Highway,11.59272197329436,LOW,12.516018831433325
23,0,Rain,Residential,28.768889225387806,HIGH,44.49864360361297
7,2,Rain,Residential,18.75366163197462,HIGH,33.448793874411464
12,6,Sunny,Main Road,22.20894652932205,MEDIUM,27.30077167236381
18,6,Sunny,Main Road,17.198132232582307,HIGH,28.49202271654431
20,4,Sunny,Residential,27.90305950055936,HIGH,46.66912838460974
11,1,Sunny,Main Road,26.224900443405826,MEDIUM,34.581994221298906
8,6,Cloudy,Main Road,22.99197947937636,HIGH,38.84703784302993
13,1,Rain,Residential,18.78610690836356,MEDIUM,27.874059328791784
22,6,Cloudy,Main Road,28.09447370327827,LOW,32.911519117601394
20,5,Cloudy,Highway,23.62366658175297,MEDIUM,34.34733685654435
17,2,Rain,Residential,15.729147539725714,HIGH,30.363362699750084
17,1,Cloudy,Residential,16.759722901552486,HIGH,32.45691904575325
21,0,Cloudy,Highway,13.86211578928756,LOW,15.858380698183254
16,5,Sunny,Residential,16.547615954351517,MEDIUM,20.345379105789604
12,0,Cloudy,Residential,9.151154267604563,MEDIUM,12.438408077702496
13,6,Cloudy,Residential,27.595898939590622,LOW,30.378566879368
4,0,Cloudy,Main Road,24.593858569200954,LOW,27.656684705044384
10,5,Cloudy,Highway,23.71663137863439,HIGH,35.9906856989861
12,1,Sunny,Residential,7.722119066866019,MEDIUM,10.511766260530436
18,5,Cloudy,Highway,10.380788891652896,HIGH,17.614411647749908
5,5,Cloudy,Residential,27.77607999430368,LOW,30.47101018883364
0,3,Rain,Residential,10.604909773627448,MEDIUM,14.001783141388213
3,1,Cloudy,Residential,5.688497370777386,LOW,6.492949275943215
18,0,Sunny,Highway,10.660535252024196,MEDIUM,15.370797330481366
21,3,Cloudy,Residential,25.00269036835404,MEDIUM,35.69203939776211
18,4,Rain,Main Road,7.2152726963852345,HIGH,11.897147631837345
1,0,Cloudy,Residential,7.278522421369233,MEDIUM,8.802102183359766
21,5,Sunny,Highway,6.189016150016481,LOW,6.113720833143562
4,4,Rain,Main Road,26.33039485979709,MEDIUM,32.53977077930677
2,4,Rain,Highway,11.161195094134298,LOW,12.195561203098947
23,2,Cloudy,Residential,11.52832833829432,MEDIUM,14.11663076656882
1,5,Cloudy,Residential,29.609246788788553,LOW,29.727834014667714
12,0,Sunny,Main Road,24.680111013455768,LOW,29.21982292192364
15,0,Sunny,Highway,24.56727219846571,LOW,26.397465877784096
0,1,Cloudy,Main Road,21.725172636552102,LOW,24.192740423505594
2,2,Sunny,Highway,8.313000284206632,LOW,7.099049553500755
4,3,Rain,Highway,24.315176444023127,LOW,29.038144442577316
15,3,Cloudy,Main Road,9.688057416155244,MEDIUM,12.108152122908978
20,3,Cloudy,Residential,29.265645092576506,HIGH,57.88740149105103
5,1,Rain,Highway,7.974259918248484,LOW,7.321490351228632
10,1,Cloudy,Highway,15.274116061034047,HIGH,23.146016499293786
17,2,Cloudy,Main Road,9.180517419863552,HIGH,15.262981189461843
2,0,Sunny,Residential,14.082103573343847,LOW,16.739826861186057
14,4,Rain,Residential,22.619666385200198,HIGH,34.52037203191088
19,2,Rain,Residential,29.549370063401412,HIGH,56.77005410625026
20,5,Rain,Main Road,15.817147316675205,HIGH,27.47077356270502
9,1,Sunny,Main Road,20.95378829620983,MEDIUM,29.05792553228981
20,2,Cloudy,Main Road,5.6472582479921245,HIGH,8.761831503328837
9,6,Rain,Main Road,7.780790038189332,HIGH,12.459561023829698
5,2,Sunny,Residential,17.798782707206847,LOW,18.671122540148236
20,6,Cloudy,Main Road,18.53738449504693,HIGH,28.705147148449402
17,1,Sunny,Main Road,15.191095838043937,HIGH,23.369947830978617
21,1,Sunny,Highway,8.570631063024363,LOW,8.800118394502125
0,4,Cloudy,Main Road,13.168553908602929,LOW,14.620150561627858
9,0,Sunny,Main Road,7.306735895390383,HIGH,12.332768152155651
3,1,Cloudy,Highway,22.613276301969066,LOW,23.45033208068071
10,1,Cloudy,Main Road,28.191139687899295,HIGH,45.067552117562876
0,6,Cloudy,Main Road,7.941504612482449,LOW,7.960158040702293
14,4,Sunny,Highway,8.190643885477304,LOW,8.49084201843287
9,0,Rain,Main Road,27.750837889820694,HIGH,51.38539023284813
4,6,Rain,Highway,28.245872865577503,LOW,27.280551653690146
20,1,Rain,Highway,9.382154361345329,HIGH,16.376151878756314
12,1,Cloudy,Main Road,29.533469958738753,MEDIUM,40.264560867430745
14,4,Rain,Highway,21.69085978454146,MEDIUM,29.302741748510083
14,2,Sunny,Residential,15.062436498005187,MEDIUM,19.52234336773265
10,2,Cloudy,Main Road,19.808912123025408,HIGH,30.85562110280912
18,5,Sunny,Main Road,20.0685708904171,HIGH,31.205848873685568
4,4,Rain,Residential,15.72877031094817,MEDIUM,20.748017291364324
7,1,Cloudy,Main Road,14.281366214910925,HIGH,25.05572118046327
2,1,Cloudy,Residential,19.00346924906822,LOW,20.89964428263831
20,0,Rain,Main Road,9.861281901395065,HIGH,19.72996648313692
12,2,Cloudy,Main Road,16.495799529156088,MEDIUM,23.202111844125263
0,4,Cloudy,Residential,9.604642510486446,LOW,11.115470357358069
0,6,Sunny,Main Road,7.000412802094442,LOW,7.071467100691306
12,4,Sunny,Main Road,18.36442964859988,MEDIUM,23.532983544258958
0,3,Sunny,Main Road,19.077489787525078,LOW,18.652759967266906
14,0,Sunny,Highway,10.540580983675824,LOW,11.068081682562095
9,2,Sunny,Highway,26.20808681148419,MEDIUM,36.53254477583539
16,3,Sunny,Highway,11.988353472250662,LOW,14.0515204430235
5,5,Rain,Residential,7.266146883856851,MEDIUM,9.537020537411308
0,2,Sunny,Main Road,16.60026817425603,LOW,17.229601382564223
21,1,Rain,Highway,27.496178076811173,MEDIUM,34.280837320001496
12,1,Sunny,Main Road,23.7881065594064,MEDIUM,30.27177753017448
5,4,Sunny,Main Road,18.29097054530587,LOW,19.45683719224696
1,3,Sunny,Residential,19.625966557999874,LOW,19.82411152053589
11,4,Sunny,Main Road,20.104883068653486,LOW,22.462040485620985
0,1,Rain,Residential,21.200776648072825,MEDIUM,25.98258581170473
22,5,Rain,Main Road,22.50034680445295,MEDIUM,27.075693904015147
14,4,Rain,Highway,10.67261241385163,MEDIUM,14.675749166435356
4,5,Sunny,Highway,29.05932906737006,LOW,24.785583511074982
2,2,Cloudy,Main Road,12.240632631088072,LOW,14.508647768765442
3,4,Cloudy,Main Road,9.895292721256457,MEDIUM,11.980297566546938
15,3,Cloudy,Residential,15.700277488675217,MEDIUM,20.998325534207954
13,0,Sunny,Highway,24.59383777817686,LOW,26.834737410645616
10,3,Rain,Highway,15.16948645230026,MEDIUM,22.22308715932148
2,5,Sunny,Main Road,16.961510707822363,LOW,15.038556593112498
15,5,Cloudy,Highway,13.382490881918825,LOW,13.803670418971732
2,6,Sunny,Main Road,25.46838619481007,LOW,24.866601673004894
15,0,Sunny,Main Road,26.145077450614778,MEDIUM,31.43249761181859
23,1,Cloudy,Main Road,24.32272853484946,MEDIUM,32.45165831694403
7,5,Rain,Highway,10.179476950913894,MEDIUM,14.845101034918661
19,1,Sunny,Main Road,23.87414342992785,HIGH,40.308979232373964
17,1,Rain,Main Road,15.318363521713486,HIGH,29.579780783289717
16,1,Sunny,Highway,7.459046017181729,LOW,8.060475251486725
11,1,Rain,Main Road,14.822983535535096,MEDIUM,20.8334808859123
11,0,Sunny,Main Road,9.576967469122856,MEDIUM,11.974247117107009
7,3,Cloudy,Residential,14.806297219174981,HIGH,27.326468292734507
16,3,Rain,Main Road,19.717014399517417,MEDIUM,27.20990646758056
11,6,Sunny,Highway,12.670676038935035,LOW,12.954181750818137
18,3,Cloudy,Main Road,18.345796974154055,HIGH,29.65660002414038
13,6,Sunny,Main Road,26.895401071364173,MEDIUM,35.3388060502242
22,0,Rain,Main Road,19.607669744198425,MEDIUM,27.331825424945535
4,4,Sunny,Main Road,15.92715577570284,LOW,16.364439039324086
4,6,Sunny,Main Road,27.324489521501157,LOW,26.197925219614227
21,5,Rain,Highway,12.171862369535084,LOW,13.759323453410962
3,6,Rain,Main Road,22.45286223579929,LOW,24.030771346619968
9,3,Rain,Residential,26.02189789467197,HIGH,50.44640446370335
20,5,Sunny,Residential,6.402507149887236,HIGH,10.717675203662598
12,3,Cloudy,Residential,16.131675729854166,MEDIUM,20.617279003986877
16,3,Sunny,Highway,7.820593503744082,LOW,9.319497281752438
0,6,Sunny,Residential,21.89722584895647,LOW,20.46574971033239
17,1,Sunny,Highway,15.571490200071649,MEDIUM,22.268620966741228
16,1,Rain,Residential,20.131300577050386,MEDIUM,29.92545068962513
0,6,Cloudy,Residential,21.929459991528574,LOW,23.910700458733633
17,2,Cloudy,Main Road,19.206481299398888,HIGH,34.294400365273255
11,6,Sunny,Residential,28.263211402138502,MEDIUM,35.789133531002605
2,0,Cloudy,Main Road,14.787610938721231,LOW,16.98846214142394
22,5,Sunny,Residential,26.944376462844676,LOW,32.26543779581255
23,5,Sunny,Main Road,11.382022358115272,LOW,12.074660166951645
12,3,Rain,Main Road,6.896194869112888,MEDIUM,9.806073533786284
8,4,Rain,Highway,16.932795366327145,HIGH,25.871008547055325
20,0,Sunny,Main Road,17.90799061421247,HIGH,27.626296054409845
14,4,Cloudy,Highway,7.280262105551845,MEDIUM,8.741774468832244
21,0,Cloudy,Residential,18.177881891637078,MEDIUM,24.34023633202193
2,0,Cloudy,Residential,28.196075184133317,LOW,32.975787891950006
18,4,Cloudy,Main Road,15.96351823885885,HIGH,27.322250042725305
13,0,Cloudy,Highway,22.98542892948679,LOW,26.12260836528746
6,2,Cloudy,Residential,18.477963035362556,MEDIUM,24.56242690971006
11,1,Cloudy,Highway,29.684722208877112,LOW,33.11115766206656
5,3,Cloudy,Residential,8.550656716202264,LOW,10.07227570059247
2,5,Cloudy,Residential,25.359598336310057,LOW,27.831216177309226
6,0,Sunny,Residential,13.52430969560678,MEDIUM,17.098138591703258
12,3,Rain,Residential,25.277975806472632,HIGH,38.06471832150644
22,0,Sunny,Main Road,8.144548251254076,MEDIUM,10.688063892510417
7,0,Rain,Main Road,25.454610919662457,HIGH,50.93617602241621
4,5,Sunny,Residential,16.41699939324068,LOW,16.9078273609666
15,6,Cloudy,Main Road,16.39701361206432,MEDIUM,19.905808239869224
10,1,Rain,Residential,17.01828674459331,HIGH,30.597641476093223
0,3,Sunny,Highway,6.829583951840166,LOW,6.100448012200612
6,2,Rain,Main Road,17.22149547498791,HIGH,28.184141909322953
22,5,Cloudy,Main Road,7.348391666522485,LOW,8.522086454097192
18,4,Rain,Main Road,7.7084107280146705,HIGH,14.138127011280302
14,3,Cloudy,Highway,20.18139142718166,LOW,22.66528736216317
8,0,Sunny,Residential,22.834997804210612,HIGH,36.70381587410587
4,5,Cloudy,Residential,22.816161991009356,LOW,22.605551306521118
2,4,Sunny,Main Road,11.09693117143108,LOW,10.842281934252119
22,2,Cloudy,Residential,11.081166569391904,MEDIUM,14.424085765104259
3,0,Cloudy,Highway,23.63054068798181,LOW,20.914801949965575
13,0,Sunny,Residential,5.8174175647181094,MEDIUM,7.823932603564202
21,2,Cloudy,Main Road,19.946834082848262,MEDIUM,26.928891725015106
16,4,Rain,Highway,13.95391581430968,MEDIUM,19.656248154989324
15,4,Sunny,Main Road,14.61009752796329,MEDIUM,20.81347992259339
20,3,Cloudy,Residential,25.793860077870104,HIGH,50.2895159538828
15,5,Sunny,Residential,15.191703852877506,LOW,17.148908241605852
10,2,Rain,Highway,29.712531961613188,HIGH,48.245788268782
22,5,Rain,Residential,8.531256135700477,MEDIUM,11.37075955319546
0,2,Sunny,Residential,5.602193467221842,LOW,6.476895820373987
15,0,Cloudy,Residential,10.072955364293072,MEDIUM,14.15481282660666
10,3,Rain,Highway,14.534735530293116,HIGH,24.77176825109641
1,0,Rain,Highway,19.733322533297397,LOW,22.22761681182042
16,0,Rain,Highway,25.238556701785402,MEDIUM,32.0535314989874
20,1,Cloudy,Residential,28.79598250215483,HIGH,49.401448366412936
19,5,Sunny,Residential,23.48987717742382,MEDIUM,34.23122856127912
13,0,Sunny,Main Road,14.847702676503673,MEDIUM,19.240711692657765
2,1,Sunny,Residential,20.87973561679746,LOW,24.019879502790417
18,2,Cloudy,Residential,29.53481783278931,HIGH,60.44269405878397
7,0,Sunny,Highway,29.486954202661572,HIGH,44.25178412836184
23,1,Sunny,Residential,15.81625977478822,MEDIUM,22.40481411995221
9,1,Sunny,Residential,19.613238719745617,HIGH,29.528266965215053
19,1,Cloudy,Main Road,23.33616343578591,HIGH,38.99542415058311
15,3,Cloudy,Residential,26.669348533878775,MEDIUM,36.247500431907525
16,4,Sunny,Main Road,28.17092367190635,MEDIUM,36.294030551901805
11,0,Sunny,Residential,21.36850934410696,MEDIUM,29.111595150712027
12,1,Rain,Highway,9.6018862026025,MEDIUM,12.136271657174703
18,5,Rain,Highway,16.18865658409546,HIGH,25.805840714622963
20,4,Rain,Residential,18.444392190772284,HIGH,35.83792363069851
10,4,Rain,Highway,8.389476486194662,HIGH,12.989661789294232
19,6,Cloudy,Main Road,12.40964543538867,HIGH,21.78934463611139
10,0,Sunny,Residential,28.529759596114584,HIGH,43.691289343367416
12,2,Cloudy,Residential,19.567808469472638,MEDIUM,28.174103833288168
11,6,Cloudy,Main Road,25.035809668304875,MEDIUM,31.40880479270779
13,0,Sunny,Residential,14.026524568697031,MEDIUM,17.36392072925812
8,4,Rain,Residential,9.523675986165738,HIGH,18.760843169723678
14,0,Rain,Highway,21.064011122409312,MEDIUM,27.973582775979573
4,2,Rain,Highway,6.595196434063093,LOW,7.582768887072074
18,6,Sunny,Main Road,21.539191015647344,HIGH,34.43311321042255
6,3,Rain,Highway,25.520995393221494,LOW,30.191932609308843
15,5,Sunny,Highway,28.510503980536292,LOW,28.88584668316657
13,1,Cloudy,Residential,25.123254801000975,MEDIUM,35.90979736942966
9,0,Rain,Main Road,17.37045356708198,HIGH,31.34024494363556
12,5,Rain,Main Road,27.532286384702985,MEDIUM,36.88757785661503
15,6,Sunny,Main Road,21.14853093473779,LOW,24.351086529471516
8,3,Rain,Main Road,27.408086163731863,HIGH,57.159445628753474
16,1,Rain,Residential,26.814522755829238,HIGH,44.13875643296166
21,2,Rain,Residential,28.617499215334565,HIGH,45.83939661777026
12,6,Cloudy,Residential,12.829745903674059,MEDIUM,15.472440650147172
0,4,Rain,Main Road,11.092579692428576,MEDIUM,15.139956302303043
6,5,Rain,Main Road,12.519150943282067,HIGH,19.807345255695807
1,2,Sunny,Residential,24.76113921135693,LOW,27.13557469801943
1,4,Sunny,Residential,11.72849815355484,LOW,12.589123954097047
14,1,Cloudy,Highway,27.944149372319057,MEDIUM,34.21834176999404
14,1,Rain,Main Road,27.674636569224017,HIGH,43.32738495941999
11,5,Rain,Residential,5.119679466204553,HIGH,7.7857554395948
3,2,Sunny,Residential,8.316381515772576,LOW,9.460221375635156
0,5,Sunny,Residential,7.355331799323087,LOW,7.341712923389179
19,2,Rain,Residential,21.808391117406323,HIGH,40.36687123101043
10,1,Sunny,Residential,23.122085911342435,MEDIUM,34.15734500471357
18,0,Cloudy,Highway,15.027625105896911,MEDIUM,22.027247158473454
21,3,Sunny,Residential,13.598650267535726,MEDIUM,18.43416342379035
16,1,Rain,Residential,21.922426847759137,MEDIUM,31.734937172700707
13,0,Rain,Residential,7.020541873686074,MEDIUM,10.232806241152378
9,2,Cloudy,Main Road,23.894972034592765,HIGH,36.50528329225763
4,3,Sunny,Residential,26.130026524449427,LOW,27.79425818222302
12,0,Sunny,Highway,21.695018730584625,LOW,24.883348149986286
23,6,Rain,Highway,24.026263696216414,MEDIUM,29.953172354146886
3,4,Rain,Main Road,14.806374490220799,LOW,17.62396924078433
2,4,Cloudy,Highway,5.504440402630643,LOW,5.733525919418669
13,5,Cloudy,Highway,12.769116635543636,LOW,12.304482901981359
4,5,Rain,Residential,15.469325155152603,MEDIUM,19.262286309271676
7,6,Rain,Residential,18.26481624641823,HIGH,28.512653093710284
4,0,Sunny,Main Road,20.1951677754354,LOW,19.449380990980227
21,1,Rain,Highway,24.635832444271408,MEDIUM,29.84129291270476
11,3,Cloudy,Main Road,9.620134012099081,MEDIUM,12.630777663556561
23,2,Rain,Main Road,9.852062630523019,MEDIUM,14.029875741067686
13,4,Cloudy,Highway,27.88378771311518,LOW,28.335385230085787
18,3,Cloudy,Highway,21.955091737679545,MEDIUM,31.140368837590824
21,3,Rain,Highway,14.745671395817764,MEDIUM,19.547870400863168
5,4,Sunny,Main Road,8.531364665424142,LOW,9.58475606003527
15,1,Rain,Highway,8.918272461360361,MEDIUM,10.759454984854493
10,3,Sunny,Residential,16.512735194554452,HIGH,27.099070849026607
4,4,Rain,Residential,16.280522213750313,MEDIUM,20.764529677367136
